###### Running part 1: SGD with batch size 32 ######
Epoch:  1 , loss =  0.5682076811790466 , accuracy =  0.8182500004768372
Epoch:  1 , loss =  1.0024107694625854 , accuracy =  0.6694166660308838
Epoch:  2 , loss =  0.3413979113101959 , accuracy =  0.8944666385650635
Epoch:  3 , loss =  0.26363247632980347 , accuracy =  0.9202333092689514
Epoch:  4 , loss =  0.22598548233509064 , accuracy =  0.9333000183105469
Epoch:  5 , loss =  0.20606642961502075 , accuracy =  0.937583327293396
Epoch:  6 , loss =  0.19275858998298645 , accuracy =  0.94118332862854
Epoch:  7 , loss =  0.1818801611661911 , accuracy =  0.9451000094413757
Epoch:  8 , loss =  0.17268063127994537 , accuracy =  0.9482166767120361
Epoch:  9 , loss =  0.16132867336273193 , accuracy =  0.9513333439826965
Epoch:  10 , loss =  0.1525339037179947 , accuracy =  0.953249990940094
Epoch:  11 , loss =  0.14636577665805817 , accuracy =  0.9548333287239075
Epoch:  12 , loss =  0.14497144520282745 , accuracy =  0.955216646194458
Epoch:  13 , loss =  0.13743191957473755 , accuracy =  0.9583166837692261
Epoch:  14 , loss =  0.13098855316638947 , accuracy =  0.9605166912078857
Epoch:  15 , loss =  0.1315966099500656 , accuracy =  0.9603166580200195
Epoch:  16 , loss =  0.12976080179214478 , accuracy =  0.9600499868392944
Epoch:  17 , loss =  0.1293335109949112 , accuracy =  0.960433304309845
Epoch:  18 , loss =  0.1240769475698471 , accuracy =  0.9622166752815247
Epoch:  19 , loss =  0.12401452660560608 , accuracy =  0.9630333185195923
Epoch:  20 , loss =  0.11984962224960327 , accuracy =  0.9640666842460632
Epoch:  21 , loss =  0.11862217634916306 , accuracy =  0.9637166857719421
Epoch:  22 , loss =  0.11609558016061783 , accuracy =  0.9638333320617676
Epoch:  23 , loss =  0.11332990974187851 , accuracy =  0.9649333357810974
Epoch:  24 , loss =  0.1166861355304718 , accuracy =  0.9643499851226807
Epoch:  25 , loss =  0.11239312589168549 , accuracy =  0.9656999707221985
Epoch:  26 , loss =  0.10922873765230179 , accuracy =  0.9664499759674072
Epoch:  27 , loss =  0.1074361577630043 , accuracy =  0.9678333401679993
Epoch:  28 , loss =  0.10789016634225845 , accuracy =  0.9674666523933411
Epoch:  29 , loss =  0.10659435391426086 , accuracy =  0.96711665391922
Epoch:  30 , loss =  0.1043231189250946 , accuracy =  0.9687833189964294
Epoch:  31 , loss =  0.10313291847705841 , accuracy =  0.968833327293396
Epoch:  32 , loss =  0.10198011994361877 , accuracy =  0.9683499932289124
Epoch:  33 , loss =  0.09958193451166153 , accuracy =  0.9682666659355164
Epoch:  34 , loss =  0.10183293372392654 , accuracy =  0.9692333340644836
Epoch:  35 , loss =  0.09936832636594772 , accuracy =  0.9690333604812622
Epoch:  36 , loss =  0.09798596054315567 , accuracy =  0.9700999855995178
Epoch:  37 , loss =  0.09932176768779755 , accuracy =  0.9689499735832214
Epoch:  38 , loss =  0.0949988141655922 , accuracy =  0.9705833196640015
Epoch:  39 , loss =  0.0945098027586937 , accuracy =  0.9708666801452637
Epoch:  40 , loss =  0.09610583633184433 , accuracy =  0.9701166749000549
Epoch:  41 , loss =  0.09475015103816986 , accuracy =  0.9711333513259888
Epoch:  42 , loss =  0.09484072029590607 , accuracy =  0.9700833559036255
ADAGRAD: run no. =  0 , batch size =  32  convergence time =  140.26688933372498
ADAGRAD: run no. =  0 , batch size =  32 , test loss =  0.041859086602926254 , test accuracy =  0.9857000112533569
###### Running part 2: ADAM with batch size  32  ######
Epoch:  1 , loss =  0.418780118227005 , accuracy =  0.8686666488647461
Epoch:  2 , loss =  0.19875122606754303 , accuracy =  0.9386666417121887
Epoch:  3 , loss =  0.1618547886610031 , accuracy =  0.9507166743278503
Epoch:  4 , loss =  0.14324277639389038 , accuracy =  0.956250011920929
Epoch:  5 , loss =  0.13037452101707458 , accuracy =  0.9603999853134155
Epoch:  6 , loss =  0.11689598858356476 , accuracy =  0.9643999934196472
Epoch:  7 , loss =  0.10932580381631851 , accuracy =  0.9674666523933411
Epoch:  8 , loss =  0.10211899131536484 , accuracy =  0.9686499834060669
Epoch:  9 , loss =  0.09906087815761566 , accuracy =  0.9699666500091553
Epoch:  10 , loss =  0.09094658493995667 , accuracy =  0.9720166921615601
Epoch:  11 , loss =  0.09037375450134277 , accuracy =  0.9721666574478149
Epoch:  12 , loss =  0.08364732563495636 , accuracy =  0.9744333624839783
Epoch:  13 , loss =  0.08462201058864594 , accuracy =  0.9734833240509033
Epoch:  14 , loss =  0.08111072331666946 , accuracy =  0.9752500057220459
Epoch:  15 , loss =  0.07736925780773163 , accuracy =  0.9753333330154419
Epoch:  16 , loss =  0.07832453399896622 , accuracy =  0.9760500192642212
Epoch:  17 , loss =  0.07351235300302505 , accuracy =  0.9771833419799805
Epoch:  18 , loss =  0.07331683486700058 , accuracy =  0.9761000275611877
Epoch:  19 , loss =  0.07080164551734924 , accuracy =  0.9782166481018066
Epoch:  20 , loss =  0.0695156678557396 , accuracy =  0.9784666895866394
Epoch:  21 , loss =  0.07023759931325912 , accuracy =  0.9782000184059143
Epoch:  22 , loss =  0.06771411746740341 , accuracy =  0.9791499972343445
Epoch:  23 , loss =  0.06525803357362747 , accuracy =  0.9795833230018616
Epoch:  24 , loss =  0.0659293681383133 , accuracy =  0.9793499708175659
Epoch:  25 , loss =  0.06136699393391609 , accuracy =  0.9807000160217285
Epoch:  26 , loss =  0.06482122838497162 , accuracy =  0.9796833395957947
Epoch:  27 , loss =  0.06444140523672104 , accuracy =  0.9796333312988281
Epoch:  28 , loss =  0.060900378972291946 , accuracy =  0.9807999730110168
Epoch:  29 , loss =  0.06351052969694138 , accuracy =  0.9800333380699158
Epoch:  30 , loss =  0.06330879032611847 , accuracy =  0.9800333380699158
Epoch:  31 , loss =  0.059203580021858215 , accuracy =  0.981416642665863
Epoch:  32 , loss =  0.05823943391442299 , accuracy =  0.9814833402633667
Epoch:  33 , loss =  0.059844452887773514 , accuracy =  0.9810333251953125
Epoch:  34 , loss =  0.058967798948287964 , accuracy =  0.9816833138465881
Epoch:  35 , loss =  0.05809043347835541 , accuracy =  0.9820333123207092
Epoch:  36 , loss =  0.057552363723516464 , accuracy =  0.9825000166893005
ADAM: run no. =  0 , batch size =  32  convergence time =  122.41136932373047
ADAM: run no. =  0 , batch size =  32 , test loss =  0.040187589824199677 , test accuracy =  0.9878000020980835
###### Running part 2: SGD with batch size  64  ######
Epoch:  1 , loss =  0.05876926705241203 , accuracy =  0.9811499714851379
Epoch:  2 , loss =  0.053794294595718384 , accuracy =  0.9830666780471802
Epoch:  3 , loss =  0.05602677911520004 , accuracy =  0.9817833304405212
Epoch:  4 , loss =  0.054871104657649994 , accuracy =  0.982450008392334
Epoch:  5 , loss =  0.05483071878552437 , accuracy =  0.9821000099182129
SGD: run no. =  0 , batch size =  64  convergence time =  11.647857666015625
SGD: run no. =  0 , batch size =  64 , test loss =  0.030432933941483498 , test accuracy =  0.989799976348877
###### Running part 2: ADAGRAD with batch size  64  ######
Epoch:  1 , loss =  0.08884909003973007 , accuracy =  0.972000002861023
Epoch:  2 , loss =  0.09005171060562134 , accuracy =  0.9715333580970764
Epoch:  3 , loss =  0.09089994430541992 , accuracy =  0.9718000292778015
Epoch:  4 , loss =  0.08599229156970978 , accuracy =  0.9730333089828491
Epoch:  5 , loss =  0.08771584928035736 , accuracy =  0.9723666906356812
Epoch:  6 , loss =  0.08927535265684128 , accuracy =  0.972083330154419
Epoch:  7 , loss =  0.08587401360273361 , accuracy =  0.972683310508728
Epoch:  8 , loss =  0.08757904171943665 , accuracy =  0.9732000231742859
Epoch:  9 , loss =  0.08393588662147522 , accuracy =  0.9739500284194946
Epoch:  10 , loss =  0.08287566155195236 , accuracy =  0.9743166565895081
Epoch:  11 , loss =  0.08393850177526474 , accuracy =  0.9736666679382324
Epoch:  12 , loss =  0.08767084032297134 , accuracy =  0.9730166792869568
Epoch:  13 , loss =  0.08480259776115417 , accuracy =  0.9726166725158691
ADAGRAD: run no. =  0 , batch size =  64  convergence time =  30.63316011428833
ADAGRAD: run no. =  0 , batch size =  64 , test loss =  0.04002855345606804 , test accuracy =  0.9872999787330627
###### Running part 2: ADAM with batch size  64  ######
Epoch:  1 , loss =  0.04993297532200813 , accuracy =  0.9839500188827515
Epoch:  2 , loss =  0.051106784492731094 , accuracy =  0.9838333129882812
Epoch:  3 , loss =  0.04785054922103882 , accuracy =  0.9851333498954773
Epoch:  4 , loss =  0.049455370754003525 , accuracy =  0.9841499924659729
Epoch:  5 , loss =  0.04875895753502846 , accuracy =  0.9838500022888184
Epoch:  6 , loss =  0.05014371871948242 , accuracy =  0.9842333197593689
ADAM: run no. =  0 , batch size =  64  convergence time =  14.498278617858887
ADAM: run no. =  0 , batch size =  64 , test loss =  0.03976692259311676 , test accuracy =  0.9886000156402588
###### Running part 2: SGD with batch size  96  ######
Epoch:  1 , loss =  0.0527973398566246 , accuracy =  0.9831666946411133
Epoch:  2 , loss =  0.05332064628601074 , accuracy =  0.9829666614532471
Epoch:  3 , loss =  0.05413616821169853 , accuracy =  0.9829999804496765
Epoch:  4 , loss =  0.05390388146042824 , accuracy =  0.9827166795730591
SGD: run no. =  0 , batch size =  96  convergence time =  6.543407201766968
SGD: run no. =  0 , batch size =  96 , test loss =  0.0300128273665905 , test accuracy =  0.9901000261306763
###### Running part 2: ADAGRAD with batch size  96  ######
Epoch:  1 , loss =  0.08384045958518982 , accuracy =  0.9738666415214539
Epoch:  2 , loss =  0.08608701080083847 , accuracy =  0.9732499718666077
Epoch:  3 , loss =  0.08241560310125351 , accuracy =  0.9748499989509583
Epoch:  4 , loss =  0.08188910782337189 , accuracy =  0.9740833044052124
Epoch:  5 , loss =  0.08163363486528397 , accuracy =  0.9746500253677368
Epoch:  6 , loss =  0.08198139816522598 , accuracy =  0.9744666814804077
Epoch:  7 , loss =  0.07993027567863464 , accuracy =  0.9744833111763
Epoch:  8 , loss =  0.08083923906087875 , accuracy =  0.9746999740600586
Epoch:  9 , loss =  0.07919081300497055 , accuracy =  0.9746166467666626
Epoch:  10 , loss =  0.0798431858420372 , accuracy =  0.9744166731834412
Epoch:  11 , loss =  0.07921022176742554 , accuracy =  0.974399983882904
Epoch:  12 , loss =  0.07852394133806229 , accuracy =  0.9749333262443542
Epoch:  13 , loss =  0.07917387783527374 , accuracy =  0.975600004196167
Epoch:  14 , loss =  0.07790929824113846 , accuracy =  0.9750499725341797
ADAGRAD: run no. =  0 , batch size =  96  convergence time =  23.424707412719727
ADAGRAD: run no. =  0 , batch size =  96 , test loss =  0.039812833070755005 , test accuracy =  0.9872999787330627
###### Running part 2: ADAM with batch size  96  ######
Epoch:  1 , loss =  0.04835665598511696 , accuracy =  0.9841333627700806
Epoch:  2 , loss =  0.045479916036129 , accuracy =  0.9857000112533569
Epoch:  3 , loss =  0.04727791249752045 , accuracy =  0.9853833317756653
Epoch:  4 , loss =  0.04756418988108635 , accuracy =  0.9850333333015442
Epoch:  5 , loss =  0.045264068990945816 , accuracy =  0.9853333234786987
Epoch:  6 , loss =  0.04461890831589699 , accuracy =  0.9858333468437195
Epoch:  7 , loss =  0.04624858871102333 , accuracy =  0.9850999712944031
Epoch:  8 , loss =  0.04704072326421738 , accuracy =  0.9854333400726318
Epoch:  9 , loss =  0.047061432152986526 , accuracy =  0.984666645526886
ADAM: run no. =  0 , batch size =  96  convergence time =  15.228004455566406
ADAM: run no. =  0 , batch size =  96 , test loss =  0.03572593629360199 , test accuracy =  0.9900000095367432
###### Running part 2: SGD with batch size  128  ######
Epoch:  1 , loss =  0.05284949019551277 , accuracy =  0.9830833077430725
Epoch:  2 , loss =  0.052261002361774445 , accuracy =  0.9830666780471802
Epoch:  3 , loss =  0.0543237030506134 , accuracy =  0.9822666645050049
Epoch:  4 , loss =  0.05212587118148804 , accuracy =  0.9834666848182678
Epoch:  5 , loss =  0.05367359519004822 , accuracy =  0.982783317565918
Epoch:  6 , loss =  0.05283645540475845 , accuracy =  0.9827166795730591
Epoch:  7 , loss =  0.05252831056714058 , accuracy =  0.9829833507537842
SGD: run no. =  0 , batch size =  128  convergence time =  9.121333599090576
SGD: run no. =  0 , batch size =  128 , test loss =  0.029240652918815613 , test accuracy =  0.9901000261306763
###### Running part 2: ADAGRAD with batch size  128  ######
Epoch:  1 , loss =  0.07412171363830566 , accuracy =  0.9765999913215637
Epoch:  2 , loss =  0.07401380687952042 , accuracy =  0.9766499996185303
Epoch:  3 , loss =  0.07442191243171692 , accuracy =  0.9770333170890808
Epoch:  4 , loss =  0.07694894075393677 , accuracy =  0.9758333563804626
Epoch:  5 , loss =  0.07683195173740387 , accuracy =  0.9751999974250793
ADAGRAD: run no. =  0 , batch size =  128  convergence time =  6.7073893547058105
ADAGRAD: run no. =  0 , batch size =  128 , test loss =  0.03945378214120865 , test accuracy =  0.9868999719619751
###### Running part 2: ADAM with batch size  128  ######
Epoch:  1 , loss =  0.043267179280519485 , accuracy =  0.98621666431427
Epoch:  2 , loss =  0.04110180586576462 , accuracy =  0.986549973487854
Epoch:  3 , loss =  0.04174816608428955 , accuracy =  0.9862333536148071
Epoch:  4 , loss =  0.041838452219963074 , accuracy =  0.9866666793823242
Epoch:  5 , loss =  0.04179193824529648 , accuracy =  0.9864833354949951
ADAM: run no. =  0 , batch size =  128  convergence time =  6.820616006851196
ADAM: run no. =  0 , batch size =  128 , test loss =  0.0370294451713562 , test accuracy =  0.9890000224113464
###### RUN NUMBER  1  ######
###### Running part 2: SGD with batch size  32  ######
Epoch:  1 , loss =  0.05650404840707779 , accuracy =  0.9821333289146423
Epoch:  2 , loss =  0.057742245495319366 , accuracy =  0.9818500280380249
Epoch:  3 , loss =  0.05642778426408768 , accuracy =  0.9817333221435547
Epoch:  4 , loss =  0.055048082023859024 , accuracy =  0.982283353805542
Epoch:  5 , loss =  0.054743167012929916 , accuracy =  0.9827166795730591
Epoch:  6 , loss =  0.05384397879242897 , accuracy =  0.982699990272522
Epoch:  7 , loss =  0.055662114173173904 , accuracy =  0.9822666645050049
Epoch:  8 , loss =  0.053725626319646835 , accuracy =  0.9823333621025085
SGD: run no. =  1 , batch size =  32  convergence time =  25.71945333480835
SGD: run no. =  1 , batch size =  32 , test loss =  0.029812097549438477 , test accuracy =  0.9902999997138977
###### Running part 2: ADAGRAD with batch size  32  ######
Epoch:  1 , loss =  0.08010608702898026 , accuracy =  0.9745500087738037
Epoch:  2 , loss =  0.08134981244802475 , accuracy =  0.9751833081245422
Epoch:  3 , loss =  0.0800621435046196 , accuracy =  0.9754166603088379
Epoch:  4 , loss =  0.07956064492464066 , accuracy =  0.9749666452407837
Epoch:  5 , loss =  0.078420490026474 , accuracy =  0.9753833413124084
Epoch:  6 , loss =  0.07931487262248993 , accuracy =  0.9747166633605957
Epoch:  7 , loss =  0.07657019048929214 , accuracy =  0.975683331489563
Epoch:  8 , loss =  0.07558949291706085 , accuracy =  0.9765499830245972
Epoch:  9 , loss =  0.07621382921934128 , accuracy =  0.9766666889190674
Epoch:  10 , loss =  0.07589471340179443 , accuracy =  0.9761333465576172
Epoch:  11 , loss =  0.07708457112312317 , accuracy =  0.9756666421890259
ADAGRAD: run no. =  1 , batch size =  32  convergence time =  36.95970606803894
ADAGRAD: run no. =  1 , batch size =  32 , test loss =  0.039766836911439896 , test accuracy =  0.9871000051498413
###### Running part 2: ADAM with batch size  32  ######
Epoch:  1 , loss =  0.05337277427315712 , accuracy =  0.982866644859314
Epoch:  2 , loss =  0.04954640939831734 , accuracy =  0.9836999773979187
Epoch:  3 , loss =  0.0508715845644474 , accuracy =  0.9837666749954224
Epoch:  4 , loss =  0.048859644681215286 , accuracy =  0.9846000075340271
Epoch:  5 , loss =  0.05328347161412239 , accuracy =  0.9838166832923889
Epoch:  6 , loss =  0.052577681839466095 , accuracy =  0.9837333559989929
Epoch:  7 , loss =  0.050376858562231064 , accuracy =  0.9842333197593689
ADAM: run no. =  1 , batch size =  32  convergence time =  24.3334321975708
ADAM: run no. =  1 , batch size =  32 , test loss =  0.03857109323143959 , test accuracy =  0.9896000027656555
###### Running part 2: SGD with batch size  64  ######
Epoch:  1 , loss =  0.051148246973752975 , accuracy =  0.9834333062171936
Epoch:  2 , loss =  0.05074266716837883 , accuracy =  0.9839833378791809
Epoch:  3 , loss =  0.05128733813762665 , accuracy =  0.9839666485786438
Epoch:  4 , loss =  0.04956123232841492 , accuracy =  0.9838333129882812
Epoch:  5 , loss =  0.04940455034375191 , accuracy =  0.9840499758720398
Epoch:  6 , loss =  0.04905862361192703 , accuracy =  0.9841833114624023
Epoch:  7 , loss =  0.050228625535964966 , accuracy =  0.9842166900634766
Epoch:  8 , loss =  0.048928361386060715 , accuracy =  0.9837666749954224
SGD: run no. =  1 , batch size =  64  convergence time =  18.27376699447632
SGD: run no. =  1 , batch size =  64 , test loss =  0.028790375217795372 , test accuracy =  0.9904000163078308
###### Running part 2: ADAGRAD with batch size  64  ######
Epoch:  1 , loss =  0.07563561946153641 , accuracy =  0.9762666821479797
Epoch:  2 , loss =  0.07681787759065628 , accuracy =  0.9760000109672546
Epoch:  3 , loss =  0.0749794989824295 , accuracy =  0.9765333533287048
Epoch:  4 , loss =  0.07459335774183273 , accuracy =  0.9765333533287048
Epoch:  5 , loss =  0.07273173332214355 , accuracy =  0.9770500063896179
Epoch:  6 , loss =  0.0737854391336441 , accuracy =  0.9768000245094299
Epoch:  7 , loss =  0.07289749383926392 , accuracy =  0.9768166542053223
Epoch:  8 , loss =  0.07208205759525299 , accuracy =  0.9774666428565979
Epoch:  9 , loss =  0.0718444362282753 , accuracy =  0.9778666496276855
Epoch:  10 , loss =  0.07023800909519196 , accuracy =  0.9777166843414307
Epoch:  11 , loss =  0.07020783424377441 , accuracy =  0.9775000214576721
Epoch:  12 , loss =  0.07217463850975037 , accuracy =  0.9770333170890808
Epoch:  13 , loss =  0.07090907543897629 , accuracy =  0.9775333404541016
Epoch:  14 , loss =  0.0715448185801506 , accuracy =  0.9776333570480347
ADAGRAD: run no. =  1 , batch size =  64  convergence time =  32.82683038711548
ADAGRAD: run no. =  1 , batch size =  64 , test loss =  0.038453102111816406 , test accuracy =  0.9876999855041504
###### Running part 2: ADAM with batch size  64  ######
Epoch:  1 , loss =  0.04534289240837097 , accuracy =  0.9859333038330078
Epoch:  2 , loss =  0.04658151790499687 , accuracy =  0.9851833581924438
Epoch:  3 , loss =  0.04763263091444969 , accuracy =  0.9848999977111816
Epoch:  4 , loss =  0.04539027065038681 , accuracy =  0.98621666431427
ADAM: run no. =  1 , batch size =  64  convergence time =  9.535448551177979
ADAM: run no. =  1 , batch size =  64 , test loss =  0.036330439150333405 , test accuracy =  0.9890999794006348
###### Running part 2: SGD with batch size  96  ######
Epoch:  1 , loss =  0.04876315966248512 , accuracy =  0.984666645526886
Epoch:  2 , loss =  0.04924093186855316 , accuracy =  0.9839666485786438
Epoch:  3 , loss =  0.04688968136906624 , accuracy =  0.9850333333015442
Epoch:  4 , loss =  0.04771487042307854 , accuracy =  0.9844499826431274
Epoch:  5 , loss =  0.046497926115989685 , accuracy =  0.985450029373169
Epoch:  6 , loss =  0.04610273614525795 , accuracy =  0.9855499863624573
Epoch:  7 , loss =  0.0474228635430336 , accuracy =  0.9849500060081482
Epoch:  8 , loss =  0.04633970931172371 , accuracy =  0.9847999811172485
Epoch:  9 , loss =  0.045966822654008865 , accuracy =  0.9850166440010071
SGD: run no. =  1 , batch size =  96  convergence time =  14.73281717300415
SGD: run no. =  1 , batch size =  96 , test loss =  0.028404345735907555 , test accuracy =  0.9904999732971191
###### Running part 2: ADAGRAD with batch size  96  ######
Epoch:  1 , loss =  0.07117033749818802 , accuracy =  0.9769333600997925
Epoch:  2 , loss =  0.06950807571411133 , accuracy =  0.9775833487510681
Epoch:  3 , loss =  0.069479800760746 , accuracy =  0.9781500101089478
Epoch:  4 , loss =  0.06756839156150818 , accuracy =  0.9789333343505859
Epoch:  5 , loss =  0.06673138588666916 , accuracy =  0.9783833622932434
